x,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,SVM,NN,EN,GPR
WFG7_10_500normal.csv,0.819969045723024,2.21590879000009,0.047281403670193,0.51324220923985,10.8550544061663,0.847979041066204,0.936466612457902,346.285806445874,0.949626416219882,0.027999999999999,0.825861142135599,0.087729852050119,0.696520523469722,0.871315062736739
WFG7_10_500uniform_noisy.csv,0.626861706907697,2.10957624059088,0.037617049541326,0.3834457544481,10.1934032340003,0.651866473673001,0.672876683069333,32.2292275079363,0.3347528454885,0.027999999999999,0.57722100589185,0.376594978079444,0.494456765586389,0
WFG7_10_500uniform.csv,0.814123224547861,2.11703131320902,0.045913737139476,0.428716918348426,9.33744332433836,0.838753824695999,0.915733336758942,373.440458531833,0.942534992369681,0.027999999999999,0.859665601280341,0.539538557692052,0.715124497863283,0.858898015103014
WFG8_10_500normal_noisy.csv,0.462281353832547,4.55359638280434,0.001078900478417,0.403327579209949,373.832051499226,0.483424606143002,0.481911037996919,261.620548392963,-0.073177122854131,0.027999999999999,0.592135448697122,0,0.590282519675514,0
WFG8_10_500normal.csv,0.866909217363836,4.62046997624011,0.001162282167943,0.49259038220523,423.8130772297,0.905218053117664,0.895683139544856,1827.23509801247,0.947444385126705,0.027999999999999,0.880168913419924,0,0.858986525350744,0.832816061055024
WFG8_10_500uniform_noisy.csv,0.576233027525507,4.54040547063124,0.014326795705684,0.393410833611033,27.4597922447486,0.618999279193062,0.578325391820965,52.4528830071602,0.197762332997728,0.027000000000001,0.482222266283137,0,0.446305772026731,0
WFG8_10_500uniform.csv,0.893811384730736,4.55241247867653,0.000343935168487,0.408163779840993,1186.74627441085,0.93431119944198,0.910691383607297,31.6386202615052,0.957472043848082,0.027999999999999,0.900164183080498,0,0.853646981205969,0.751604080450681
WFG9_10_500normal_noisy.csv,0.262805910488309,3.98372115755953,0.007280107546849,0.483055896716749,66.3528517412926,0.366795402696785,0.403692736585798,19.9236572354923,0.121112211290904,0.028999999999996,0.268655717252448,0,0.341449314336723,0
WFG9_10_500normal.csv,0.343533069814095,3.9977862243109,0.003412302337151,0.571635447406745,167.521922422637,0.482372989707962,0.606738128343884,106.003889537297,0.824842093876314,0.027999999999999,0.474241197520793,0,0.517232740632922,0.636436314699326
WFG9_10_500uniform_noisy.csv,0.252023782280485,4.11472530216978,0.019600509757905,0.297968421525111,15.2020751095488,0.332458968859915,0.392124743213597,26.0291176081951,0.082805883257895,0.028000000000006,0.312675901366927,0,0.371664746054911,0.018458777637513
WFG9_10_500uniform.csv,0.320213455272955,4.1657613191312,0.001064696561446,0.34712814039156,326.034809316916,0.448442250770093,0.567813974530065,51.1660406619761,0.770644768010491,0.027999999999999,0.493425234055302,0,0.551838343973735,0.532552859353547
